Manufacturer,Model,Engine Size (L),Fuel Type,Year of Manufacture,Mileage,Price (£)
Chevrolet,Golf,3.700546320573103,Diesel,2006,59576,33209
Toyota,3 Series,4.373501287991303,Hybrid,2022,158126,17041
Nissan,Corolla,1.0019745668838667,Diesel,2021,111724,23821
Audi,A4,1.2067091215229437,Hybrid,2008,72592,7755
Nissan,Golf,3.157356450834496,Electric,2003,43897,27555
Audi,Cruze,1.7742853330443915,Diesel,2000,91637,5414
Nissan,Fiesta,4.718311792155243,Hybrid,2010,70493,17730
BMW,Fiesta,1.381458794995063,Petrol,2007,183964,41751
BMW,Fiesta,4.1421039150688195,Petrol,2020,71918,22782
Volkswagen,Fiesta,2.694355355326176,Diesel,2012,164053,47027
Nissan,Altima,3.2518945802078276,Hybrid,2006,44715,18526
BMW,Golf,3.1876942090435225,Electric,2019,145692,43647
Audi,Corolla,4.04687902361855,Electric,2003,188684,6921
BMW,Model 3,2.819948305502404,Diesel,2014,121723,37431
Ford,Corolla,2.718280049519823,Electric,2020,47649,21540
Toyota,3 Series,2.961014056158472,Diesel,2006,166548,21294
Tesla,Civic,1.4303509301614978,Electric,2007,51299,38865
BMW,3 Series,2.3780467138014467,Diesel,2005,93059,35860
Audi,Cruze,1.5528824892264832,Petrol,2001,196027,44946
Honda,Civic,4.400426804892671,Petrol,2018,36963,26541
Chevrolet,3 Series,4.91188517091868,Hybrid,2016,86883,34393
Volkswagen,Golf,2.974737327298954,Diesel,2008,39296,32877
Audi,Model 3,2.6023884567506474,Electric,2009,35126,40607
Ford,A4,1.620466892428039,Hybrid,2010,140686,27946
Volkswagen,Altima,1.5425048592269297,Electric,2012,7343,16914
Nissan,3 Series,4.777979025480427,Hybrid,2014,99679,37017
Tesla,Golf,3.582127247700638,Electric,2001,129998,48560
Ford,A4,3.0961622660799804,Diesel,2014,178353,30286
Audi,3 Series,2.5792225750774387,Electric,2004,113035,16471
Tesla,Golf,4.907770377862374,Petrol,2015,84970,18061
Ford,Model 3,2.245910831971673,Petrol,2021,158131,36311
Tesla,Cruze,1.805095353204234,Electric,2019,114980,47144
Volkswagen,A4,3.0749709954093505,Diesel,2016,81456,3254
Volkswagen,Fiesta,3.3073499099353487,Electric,2006,159833,47210
Tesla,Altima,3.452724516989546,Hybrid,2013,42119,6807
Chevrolet,A4,4.3294336947625744,Diesel,2021,35616,24616
Nissan,Model 3,2.1949964947878313,Diesel,2017,104785,49134
Honda,A4,1.912290230435743,Hybrid,2020,100310,43014
Honda,Corolla,1.234024931094249,Diesel,2021,29333,38579
Nissan,Corolla,4.422865224151205,Petrol,2020,91461,1518
Ford,C-Class,3.646356729599047,Hybrid,2022,170087,35360
BMW,Golf,2.0248583029146783,Hybrid,2022,63378,35551
Chevrolet,Altima,2.620760592183649,Electric,2022,154904,18039
Mercedes-Benz,Golf,3.1878732585318126,Hybrid,2005,93900,10041
BMW,Altima,4.566666527184966,Electric,2019,35674,10986
BMW,Fiesta,3.3017970174221256,Diesel,2007,186779,35474
Honda,C-Class,3.515970698078509,Hybrid,2006,21434,7637
Audi,Fiesta,4.128279792560088,Hybrid,2019,40981,26233
BMW,A4,3.7396458429738586,Electric,2006,156196,20980
Audi,Model 3,3.8226131023369634,Hybrid,2015,56079,18542
Nissan,A4,2.2601159758338043,Electric,2007,44409,28493
BMW,Corolla,2.7934832397555307,Diesel,2018,87243,11451
Mercedes-Benz,Altima,1.088403782955179,Diesel,2004,62639,1840
Toyota,A4,3.396116625061247,Petrol,2004,171548,23657
Mercedes-Benz,A4,4.111847102050119,Electric,2012,123158,19422
Honda,Altima,1.8358930094403814,Diesel,2015,190935,28520
Toyota,Altima,1.3198845380002107,Hybrid,2013,37774,47062
Chevrolet,Civic,1.684915213091052,Diesel,2012,159821,41349
Mercedes-Benz,Golf,2.9754964602856915,Petrol,2014,136214,41915
Tesla,Corolla,1.561992572144923,Hybrid,2001,76508,6501
BMW,Golf,1.7551685875921983,Electric,2009,43776,4698
Volkswagen,3 Series,1.8671851848482466,Hybrid,2010,184158,25693
Volkswagen,Cruze,4.178775038295134,Electric,2022,156559,35903
Tesla,Corolla,1.7343479030219844,Petrol,2021,65791,23891
Tesla,Altima,2.224319735668632,Diesel,2007,156113,41550
Tesla,Civic,3.3462425092974044,Petrol,2022,137228,46897
BMW,A4,2.381965077546433,Electric,2005,193737,47969
Toyota,A4,1.9711688670853018,Electric,2009,42102,3297
Toyota,Fiesta,3.0166127956686166,Electric,2010,76379,12088
Nissan,Fiesta,1.3445515495111846,Hybrid,2004,69277,42623
Ford,Golf,4.546642553562336,Petrol,2001,187192,12840
Tesla,Fiesta,4.544515841275954,Hybrid,2018,175583,7639
Toyota,Cruze,2.1696951796438038,Diesel,2008,45158,46848
Volkswagen,A4,4.322082631257123,Diesel,2021,142986,6705
Chevrolet,A4,3.508668943903448,Diesel,2017,87929,15863
Honda,Altima,1.3157890687808087,Electric,2003,7077,30528
Honda,Model 3,3.3060217235071203,Electric,2021,164375,22838
Audi,Corolla,4.377237642501857,Electric,2003,122177,41365
BMW,Corolla,1.388485988835054,Petrol,2014,175063,15473
Honda,Cruze,1.0305833167056537,Petrol,2010,133878,11601
BMW,C-Class,1.842504035438537,Electric,2021,34327,44517
Ford,C-Class,2.3900080904815777,Electric,2002,134035,35513
Volkswagen,Civic,2.5168660842577535,Petrol,2003,15522,46539
Chevrolet,Golf,4.452637950861069,Electric,2004,66124,35543
BMW,Model 3,1.6638966636635768,Petrol,2006,39722,5350
Volkswagen,Fiesta,4.052430884283171,Hybrid,2015,124318,23847
Mercedes-Benz,Cruze,1.160782315599826,Hybrid,2013,111213,39392
Tesla,A4,2.9831503571812124,Diesel,2001,102592,42198
Honda,Model 3,1.7221658964708713,Diesel,2016,113990,17729
Ford,Cruze,2.412193638702211,Electric,2002,55892,3724
Chevrolet,Model 3,2.5345416578374538,Diesel,2004,88783,13084
Toyota,Model 3,2.781698590334495,Hybrid,2013,195045,10701
BMW,Civic,4.523848122891684,Hybrid,2002,118660,8081
Tesla,Corolla,3.1537639055212745,Hybrid,2015,103257,39708
BMW,Cruze,4.565949582413655,Diesel,2015,96579,6418
Chevrolet,Model 3,2.0630953811213164,Hybrid,2010,159230,11182
Toyota,3 Series,4.969583589255404,Electric,2020,105160,8537
Volkswagen,Fiesta,1.1288139968744102,Electric,2003,109428,48186
Chevrolet,Golf,4.602930483998637,Petrol,2015,102551,12685
Tesla,A4,3.9707036173278265,Hybrid,2018,109855,36438
BMW,Fiesta,4.005757500390292,Electric,2021,93284,14862
Tesla,Golf,1.7432680308430153,Diesel,2019,77799,28269
Toyota,Corolla,3.955723267967334,Hybrid,2010,64257,31343
Audi,3 Series,4.241606498766831,Diesel,2007,22807,5898
Volkswagen,Golf,1.0538855223278119,Diesel,2008,123258,22960
Volkswagen,C-Class,4.008442952357118,Electric,2021,91428,6507
Mercedes-Benz,Corolla,4.653294470331756,Hybrid,2015,196845,14054
Audi,Model 3,2.5309698126916755,Hybrid,2022,74312,44223
BMW,Golf,3.5618321257050836,Petrol,2016,191239,5446
Tesla,Civic,2.0175895347200896,Hybrid,2017,167321,23317
Toyota,3 Series,3.607826173047197,Electric,2005,51290,12082
Chevrolet,Civic,4.656878013493436,Electric,2022,183789,20239
Ford,Model 3,4.590792620151733,Hybrid,2001,146914,20756
Toyota,Golf,2.8154210514439257,Electric,2018,101534,48000
Ford,Altima,4.6887517670744945,Petrol,2018,188112,15072
Toyota,Corolla,1.788235434597984,Electric,2012,107687,19722
Nissan,Altima,2.3961961010580475,Electric,2019,117221,2124
Chevrolet,Golf,2.4803208005358752,Diesel,2012,133072,44213
Honda,C-Class,4.609716260755908,Diesel,2000,52923,24418
Chevrolet,Golf,2.0982289392389477,Electric,2018,77512,37653
Mercedes-Benz,Model 3,4.134508022965566,Electric,2009,103803,46800
Honda,C-Class,4.311734051373997,Petrol,2003,157524,8439
Toyota,Corolla,1.08261033991031,Hybrid,2009,160161,37617
Volkswagen,Corolla,3.4373729649433877,Hybrid,2008,68725,45038
Tesla,Altima,3.9867374107201003,Hybrid,2013,116764,20733
Audi,C-Class,4.075099626890952,Electric,2013,89214,9343
Nissan,Golf,3.645304316368542,Petrol,2008,56410,14759
BMW,A4,4.049588915087881,Diesel,2003,35335,24369
Audi,Golf,4.570773192038764,Diesel,2002,55487,46706
Audi,Cruze,4.723744024287035,Electric,2004,126854,44968
Nissan,3 Series,4.370897376781533,Hybrid,2016,33267,47221
BMW,Fiesta,3.4319166031502983,Electric,2010,142175,6896
Mercedes-Benz,3 Series,3.521206781112164,Electric,2002,76027,43553
Honda,Corolla,4.420522597891349,Electric,2000,4585,40274
Volkswagen,Golf,2.9352457712012985,Petrol,2016,126686,40555
Toyota,Cruze,2.943021724907848,Electric,2015,163422,23725
Volkswagen,Civic,2.61300845673247,Diesel,2019,134537,35824
Toyota,3 Series,1.7564759656488196,Hybrid,2021,38494,17342
BMW,A4,2.0365419485793503,Hybrid,2011,38819,46402
Ford,A4,3.3679795733411644,Diesel,2011,180857,34691
BMW,A4,4.02874273346969,Hybrid,2018,91580,41792
Mercedes-Benz,A4,4.044031230888847,Petrol,2007,28853,36613
BMW,Model 3,4.513155801710969,Petrol,2006,41373,35664
Nissan,Altima,2.737304381967481,Electric,2016,42162,7057
Ford,Altima,1.0056257523867496,Diesel,2022,135732,10977
Mercedes-Benz,Civic,1.7741278480063585,Petrol,2018,100725,15726
Ford,Fiesta,4.048208442140604,Hybrid,2020,145121,24704
Toyota,Model 3,2.0092658596219515,Electric,2016,31648,30719
Volkswagen,Cruze,1.0915627818005191,Petrol,2003,126583,2541
Chevrolet,Civic,2.564925181167937,Electric,2020,93370,37077
Volkswagen,Model 3,1.570394959265752,Electric,2018,61327,40580
BMW,C-Class,4.917521316697923,Petrol,2020,75717,24368
Toyota,Cruze,1.6011998901362388,Diesel,2020,184587,34473
Volkswagen,Fiesta,4.5949818709750785,Petrol,2009,193739,30830
Volkswagen,Fiesta,2.5053538281585515,Electric,2000,53258,7680
Honda,Fiesta,4.0126921139562475,Electric,2011,120382,40180
Ford,Altima,3.3433484263813127,Electric,2012,45343,18095
Toyota,Golf,4.628433552323075,Diesel,2021,65828,46394
Chevrolet,Altima,1.0808523316912653,Hybrid,2003,55236,24319
Mercedes-Benz,A4,4.74280263733638,Hybrid,2008,90596,13122
Audi,C-Class,1.5608711730803817,Petrol,2019,117519,21121
Volkswagen,Golf,1.4417643138097596,Hybrid,2002,64272,40458
Honda,Model 3,2.3620035622881566,Petrol,2008,102856,3791
Toyota,3 Series,4.9123579874031105,Diesel,2009,35962,16160
Honda,A4,3.4473032148313547,Petrol,2016,17699,21341
Ford,Model 3,1.5360765625449315,Hybrid,2022,54892,3225
Tesla,Cruze,2.726957317715852,Electric,2018,186897,23509
Toyota,Model 3,2.578755638973148,Electric,2002,16633,25369
Chevrolet,Model 3,4.93419376691501,Hybrid,2019,86335,2380
Chevrolet,Model 3,3.1327928232436233,Diesel,2006,5090,46924
BMW,Altima,2.180523084993814,Diesel,2015,194913,19759
Toyota,Altima,1.0763794909720121,Petrol,2021,189178,11082
Audi,Corolla,2.0278373730569847,Electric,2009,168053,3902
BMW,C-Class,2.1726049926809385,Electric,2016,137955,22465
Honda,Fiesta,4.417574403111045,Electric,2015,164052,4477
BMW,3 Series,4.796733033551034,Petrol,2011,53885,45293
Honda,Model 3,2.668828613139432,Electric,2015,9237,40566
Audi,Altima,4.600218394527386,Electric,2011,74044,7524
Nissan,Altima,4.349618196684888,Diesel,2007,183345,1607
Mercedes-Benz,Cruze,3.6325324916359376,Diesel,2003,197814,20874
Nissan,Cruze,4.573879319883437,Petrol,2014,164036,3336
Toyota,Fiesta,2.8197486924656854,Hybrid,2022,6317,42748
Toyota,C-Class,3.4012280819992933,Petrol,2007,170892,22170
Chevrolet,Model 3,4.933598952657888,Electric,2007,103957,34617
Chevrolet,A4,1.5825000641618856,Electric,2008,34296,33531
Honda,Golf,2.3927796268381445,Hybrid,2003,41058,14102
Honda,3 Series,3.9303431799566915,Petrol,2017,180143,8011
Ford,C-Class,3.4792240542118433,Electric,2021,150317,38404
Chevrolet,Golf,2.22801831827869,Petrol,2002,111369,33606
Toyota,Corolla,1.4352381318446428,Petrol,2014,96583,40199
Chevrolet,Cruze,3.187922735221508,Hybrid,2007,18159,35727
Nissan,Civic,1.43184864798471,Petrol,2022,138586,8936
Ford,Golf,1.0782598927196845,Hybrid,2007,18111,36836
Mercedes-Benz,Altima,4.574748843533238,Hybrid,2014,10714,4782
Chevrolet,C-Class,1.5187433303564224,Hybrid,2016,84196,13346
Tesla,C-Class,1.7676387431915974,Hybrid,2022,166661,41245
BMW,Fiesta,2.4418324174139583,Electric,2000,79614,25888
Audi,Cruze,1.1183157422716268,Diesel,2010,95142,11897
Toyota,Altima,2.4026305196733397,Electric,2011,51897,40233
Mercedes-Benz,Corolla,3.232376305799668,Hybrid,2008,38082,15047
Nissan,Altima,4.858196356016606,Diesel,2013,171546,36312
Honda,A4,1.7021949396074891,Diesel,2016,48163,48742
Ford,Fiesta,2.6942849650744796,Electric,2002,196599,21408
BMW,3 Series,4.935810300614609,Electric,2007,198600,18910
Ford,C-Class,2.994496085307687,Petrol,2010,133156,8560
Honda,C-Class,4.162355527409071,Diesel,2006,1785,15262
BMW,Corolla,4.933808485205131,Electric,2002,65672,3335
Tesla,A4,1.8943973943889758,Diesel,2011,179505,37883
BMW,C-Class,3.9752047774611934,Electric,2011,131767,32627
Tesla,Cruze,4.504439966882574,Electric,2005,169397,25327
Toyota,Model 3,2.315608235520486,Electric,2015,29093,10557
Chevrolet,A4,2.3604995019311485,Petrol,2013,13323,38141
Volkswagen,A4,3.813711065389811,Diesel,2000,29900,41107
Chevrolet,Fiesta,2.6026051287183223,Hybrid,2001,188881,11690
Volkswagen,Golf,4.240004038829694,Hybrid,2008,127437,46126
Toyota,Civic,4.869267637011687,Petrol,2006,66653,18630
Honda,Fiesta,1.079935785820609,Electric,2004,172285,49592
Toyota,Cruze,3.5167283634388093,Hybrid,2009,174901,17796
Honda,Corolla,3.7740485444798733,Petrol,2001,105684,35157
Audi,Corolla,4.5587967640513085,Electric,2022,8702,49010
Nissan,Corolla,1.3836830381908563,Petrol,2009,131309,32634
Ford,Corolla,2.769048084715548,Petrol,2015,146102,16863
Honda,Model 3,3.044620736951772,Hybrid,2012,86830,6110
Nissan,Civic,2.8596869205643056,Diesel,2004,169362,33646
Ford,Altima,2.8058780324916426,Hybrid,2006,74054,20063
BMW,Altima,3.1600612661583787,Hybrid,2019,143767,26726
Chevrolet,Cruze,1.086596687103297,Electric,2001,34398,22599
Volkswagen,Corolla,1.6599525179272043,Petrol,2013,176330,10782
Nissan,Model 3,3.409165293681946,Electric,2015,159005,12159
Ford,Corolla,1.96161084777513,Hybrid,2001,23103,8643
Tesla,C-Class,2.296609782947089,Diesel,2001,14166,45886
Toyota,Golf,3.7870118266729733,Petrol,2006,90676,31750
Nissan,Golf,1.2829237812740981,Diesel,2009,144810,48910
Mercedes-Benz,C-Class,1.850703813956847,Petrol,2008,125482,46526
Tesla,Civic,4.650362991470172,Petrol,2006,108281,8588
BMW,Altima,4.749067734795893,Hybrid,2010,46838,16111
BMW,Golf,3.0018730465979333,Hybrid,2008,77564,36471
BMW,Cruze,2.6072173142975266,Hybrid,2015,70860,16003
Volkswagen,Golf,1.1534552565302847,Diesel,2021,170102,21821
Mercedes-Benz,Altima,2.984052068908041,Electric,2014,101587,49416
Volkswagen,Cruze,2.9160861994204,Hybrid,2002,10532,32110
Chevrolet,Fiesta,1.1362852126400678,Petrol,2021,129514,44460
Toyota,Golf,2.281114589879541,Petrol,2008,74381,28503
Honda,C-Class,2.7276711111808583,Electric,2006,160817,19588
Tesla,3 Series,3.9677599153796255,Hybrid,2009,100736,44397
Toyota,Golf,2.9344537452421324,Hybrid,2015,162272,37494
Mercedes-Benz,A4,1.9901431707950112,Diesel,2010,123288,8160
BMW,3 Series,4.995132193523313,Hybrid,2021,49919,26197
Volkswagen,Civic,2.1545382382631177,Diesel,2013,73362,39510
Honda,Cruze,3.417609869571548,Hybrid,2015,21590,23859
Audi,3 Series,1.6016579298026912,Petrol,2019,157559,7259
Toyota,Corolla,2.385797268186267,Petrol,2005,81052,28304
Nissan,Altima,1.3090123414120178,Hybrid,2004,173016,49176
BMW,Fiesta,4.862310180916096,Petrol,2014,120101,10752
Audi,C-Class,1.4783995927152316,Diesel,2020,34655,8620
BMW,3 Series,4.235157880680278,Diesel,2022,115072,41922
Volkswagen,Model 3,4.2476961625604215,Diesel,2006,190364,21572
Ford,A4,4.179456371457226,Petrol,2017,29627,48894
Tesla,Corolla,2.1551154302069255,Hybrid,2007,49671,20476
Nissan,Corolla,3.3060639312349367,Hybrid,2003,71784,45532
Chevrolet,Golf,2.7420392178210315,Electric,2008,195440,49640
Chevrolet,A4,2.713807801240888,Diesel,2016,42432,44529
Toyota,Cruze,1.5487728912065295,Electric,2018,73385,17652
BMW,Civic,3.7386292212297656,Electric,2016,2627,21003
BMW,Cruze,2.89581650028234,Diesel,2009,49385,39974
BMW,Cruze,2.0075104097442917,Electric,2016,182166,33740
Chevrolet,Civic,2.968487636472732,Hybrid,2002,118022,37498
Chevrolet,A4,3.9280105970636665,Petrol,2016,50766,2219
Nissan,Cruze,2.7100895956219397,Electric,2017,198559,45831
Volkswagen,3 Series,2.733431761089304,Electric,2013,83280,8852
BMW,Fiesta,2.503351592571004,Electric,2018,66238,25767
Honda,Golf,4.206147358956462,Petrol,2005,84490,43749
Toyota,Golf,3.971226015662441,Petrol,2006,14730,30029
Nissan,Golf,2.789247753038929,Hybrid,2014,137959,27371
BMW,Model 3,3.6579400337597425,Petrol,2011,26547,12896
Tesla,Altima,1.712352592109435,Hybrid,2002,65980,4038
Volkswagen,3 Series,2.0419098427322746,Electric,2018,199184,33816
Chevrolet,3 Series,3.303022183912044,Electric,2007,187442,18117
BMW,Model 3,1.332850629548385,Diesel,2011,175462,18345
Honda,Cruze,2.5941806281959723,Diesel,2005,199919,2006
Nissan,Cruze,3.858635286167064,Diesel,2013,87117,39402
Nissan,Civic,1.0081720366684106,Hybrid,2011,61769,44125
Ford,Cruze,4.199447182269176,Electric,2007,99368,33425
Chevrolet,C-Class,3.2954166823462336,Electric,2009,1967,34903
Honda,A4,1.0583934311868655,Diesel,2000,119265,15405
Ford,Model 3,2.8377463741786375,Petrol,2007,178890,34367
Chevrolet,Golf,4.75722684849177,Hybrid,2000,110963,39404
Tesla,Golf,3.124176959234552,Petrol,2017,137606,6761
Toyota,C-Class,4.154169857805325,Electric,2021,127021,6900
Mercedes-Benz,Golf,2.9208679415871366,Hybrid,2003,81561,40447
Honda,Altima,2.565631875232682,Electric,2011,186129,41590
Ford,Fiesta,4.926571961113188,Hybrid,2007,5714,21894
Honda,3 Series,1.0235814362540983,Diesel,2020,38505,7170
Volkswagen,Civic,2.559312092925704,Hybrid,2014,183929,17915
Tesla,Golf,1.2947731330969563,Electric,2004,65308,11364
Tesla,A4,1.6577485326822048,Petrol,2001,77714,48750
Ford,Corolla,3.2170307428442273,Diesel,2017,30044,37749
Ford,Golf,2.3913421785156643,Diesel,2001,4494,9530
Toyota,Civic,1.784329979284637,Petrol,2005,193727,10492
BMW,Corolla,1.2755267331739306,Diesel,2004,112522,30751
Toyota,3 Series,1.7014583333877993,Diesel,2011,84843,36590
Toyota,Civic,3.267083876476657,Electric,2014,109648,10577
Chevrolet,Civic,4.954382646047377,Petrol,2014,91901,29830
Mercedes-Benz,Corolla,3.6810818341372684,Petrol,2000,124339,1188
Chevrolet,3 Series,2.8015463971459726,Petrol,2016,158698,3510
Audi,C-Class,1.4951434788864928,Diesel,2001,120731,27487
BMW,A4,3.647440414556033,Electric,2018,109401,33333
Tesla,Altima,4.153613809532493,Diesel,2021,120041,12392
Honda,Golf,4.466954713366838,Hybrid,2016,107270,44820
Volkswagen,3 Series,3.9932542459772487,Electric,2020,153139,24791
Mercedes-Benz,Model 3,3.4582582808389164,Hybrid,2015,124445,24892
BMW,Fiesta,4.684203449417919,Electric,2004,170164,39252
Nissan,Model 3,3.9108314036770806,Petrol,2013,14012,43640
Honda,Model 3,3.6659725862113803,Diesel,2003,137933,6573
Volkswagen,Civic,3.881659289615134,Electric,2015,186916,47611
Ford,Model 3,3.6781814501340513,Electric,2000,158234,37024
BMW,A4,4.499777057533381,Petrol,2008,140806,17819
Chevrolet,Altima,1.9388283839725475,Petrol,2000,35036,34692
Nissan,Altima,4.4016320771452335,Electric,2004,193293,34498
Chevrolet,3 Series,2.9516180989571845,Diesel,2010,54289,3137
Chevrolet,Fiesta,4.541090897846578,Petrol,2018,61649,43193
Ford,Fiesta,4.978821696304165,Diesel,2001,33795,17286
Toyota,Altima,1.733423573570943,Electric,2005,147955,5840
Chevrolet,Civic,2.048248492029782,Hybrid,2002,166122,40285
Tesla,C-Class,3.5998080793587612,Hybrid,2016,3640,26821
Toyota,A4,1.4381482141923962,Electric,2009,53452,4031
Chevrolet,3 Series,3.1089544900854076,Electric,2022,199021,37111
Tesla,Civic,3.5573455874652877,Hybrid,2002,73710,4690
Mercedes-Benz,Corolla,1.3290287813569348,Petrol,2012,124292,32374
Nissan,Fiesta,1.498025517739293,Electric,2018,19318,12061
Honda,Cruze,3.0264596037750473,Diesel,2006,4265,43645
Tesla,Corolla,4.030811976314784,Petrol,2018,119051,28112
Chevrolet,Civic,1.3236700645857393,Electric,2017,41471,21490
Honda,Altima,4.4961466812264135,Hybrid,2016,88696,12694
BMW,Cruze,3.7096172709723105,Electric,2003,141418,27230
Chevrolet,Golf,4.724681223704939,Diesel,2007,51466,41604
Chevrolet,A4,4.543290024362663,Diesel,2005,63538,32348
Audi,3 Series,1.5907893929635253,Diesel,2022,149339,16714
Mercedes-Benz,Cruze,2.4680093466016157,Diesel,2012,141533,19312
Mercedes-Benz,Corolla,4.718028693384925,Petrol,2011,59807,34794
Volkswagen,Civic,1.6880997926705446,Diesel,2014,19119,7206
BMW,C-Class,2.295619595646717,Electric,2016,164693,38014
Nissan,Fiesta,3.7294337486594977,Petrol,2012,185703,47463
BMW,3 Series,3.279249568390906,Electric,2016,15824,11267
Chevrolet,Civic,2.1877928065939876,Petrol,2001,9043,1610
BMW,Model 3,1.6180066404547118,Diesel,2006,18576,36958
Honda,3 Series,1.8126701416487379,Electric,2011,16344,41352
Mercedes-Benz,A4,4.618632986258788,Hybrid,2007,194618,24515
Nissan,Golf,3.164128951925361,Diesel,2001,12867,31754
Honda,3 Series,2.1290790658864855,Hybrid,2005,29286,19781
Mercedes-Benz,C-Class,2.989950777018822,Electric,2021,44411,33856
Tesla,Corolla,4.581233345345864,Electric,2017,180577,18591
Audi,A4,2.6731827386744675,Diesel,2006,67793,3418
Toyota,Golf,1.9527978777586985,Hybrid,2000,126408,26155
Chevrolet,A4,4.346777866393399,Hybrid,2019,138290,17067
BMW,C-Class,1.7657692353972219,Diesel,2006,61609,44657
Tesla,Model 3,2.1613139177708938,Hybrid,2014,143515,41750
Audi,C-Class,4.593814458772464,Electric,2000,60376,39529
Toyota,Golf,4.183097330433266,Diesel,2019,185998,10309
Volkswagen,C-Class,1.7269944497048817,Electric,2007,49519,38470
Nissan,Cruze,2.66731812320139,Hybrid,2001,32423,45385
Chevrolet,Cruze,2.8263493544953846,Electric,2011,76819,9790
Mercedes-Benz,3 Series,2.5245154281848934,Hybrid,2020,183517,12233
Audi,3 Series,1.6145750545638515,Hybrid,2001,70388,1751
Nissan,Civic,2.320391150948918,Electric,2008,175572,9440
Volkswagen,Corolla,2.342440736682505,Diesel,2007,135422,48664
Toyota,Model 3,2.726995060874919,Electric,2022,58326,24738
Audi,Model 3,2.011043679747736,Electric,2016,154429,38587
Chevrolet,Golf,3.477866350239714,Petrol,2008,99987,35436
Nissan,Fiesta,4.42274843218568,Petrol,2011,64392,1757
Volkswagen,Golf,4.817962241848236,Hybrid,2004,195299,12537
Volkswagen,Golf,3.696542340777408,Diesel,2006,38948,45392
Ford,Fiesta,3.5768259552118944,Petrol,2004,107908,13833
Toyota,Golf,3.8704198025566656,Diesel,2010,121604,41899
Volkswagen,Altima,1.5740817612692348,Diesel,2019,192641,33342
Ford,Model 3,2.868411695359289,Hybrid,2019,108525,2454
Honda,C-Class,4.0901173132322795,Petrol,2000,76579,13644
Ford,A4,4.350068078640362,Electric,2021,100740,41663
Mercedes-Benz,Corolla,2.321878126296801,Petrol,2007,182719,43196
Mercedes-Benz,Golf,2.9680107779776876,Electric,2002,162722,23869
Toyota,3 Series,1.5602257760956757,Hybrid,2019,7045,4868
Honda,Altima,1.498880221675484,Electric,2005,64569,14431
Toyota,Cruze,2.4626916602265507,Hybrid,2018,150181,11639
Volkswagen,Altima,2.8792183236707842,Electric,2022,176665,41612
Mercedes-Benz,Corolla,4.818888037574975,Hybrid,2020,84013,28182
BMW,Model 3,1.6906044667305133,Electric,2011,50415,20157
Toyota,Model 3,4.241390007449423,Diesel,2010,145076,13937
Honda,Altima,1.0134888485292675,Petrol,2008,136501,28901
Audi,A4,2.933079173055016,Hybrid,2004,67913,18101
Mercedes-Benz,Model 3,1.6241696412806808,Diesel,2022,191101,25067
BMW,3 Series,2.6400695300456998,Electric,2019,33347,47677
Tesla,Civic,2.5577242391432455,Diesel,2015,161461,36905
Mercedes-Benz,3 Series,2.1994046580593234,Electric,2000,167233,8667
Nissan,Golf,3.308398322751743,Hybrid,2014,189628,16556
Honda,Model 3,1.9317434416902404,Electric,2018,98456,39894
Nissan,Cruze,2.1827399882678002,Diesel,2010,112700,46375
Toyota,C-Class,4.3262233191922785,Hybrid,2021,26899,9115
Chevrolet,C-Class,4.95056502740146,Electric,2009,18512,31259
Toyota,Civic,4.399544711241681,Electric,2007,46089,40455
Audi,Cruze,4.877503205517642,Diesel,2001,34839,15991
Volkswagen,Altima,4.051829781344321,Petrol,2000,149269,27122
Volkswagen,Fiesta,3.21216147283622,Petrol,2013,56891,29599
BMW,Corolla,2.2555423018887915,Electric,2011,172631,11398
Toyota,Altima,3.2913151625926673,Petrol,2016,71420,23314
Audi,Model 3,4.385563167718234,Diesel,2014,146574,37103
Volkswagen,Civic,3.790252187962984,Hybrid,2017,34569,2240
Nissan,Altima,2.8240080753116494,Diesel,2012,4378,49055
Audi,Civic,1.3499127972290625,Petrol,2019,105472,14767
Audi,Corolla,2.442658518562507,Petrol,2004,30268,25620
Nissan,Model 3,1.067888339892733,Hybrid,2022,79992,43808
Toyota,Fiesta,2.487329244920744,Petrol,2002,132569,29842
Nissan,Corolla,4.653662166235664,Diesel,2022,112411,41753
BMW,Altima,4.129330352967058,Electric,2004,45722,42736
BMW,Fiesta,1.4390959316370289,Hybrid,2014,113133,48536
BMW,C-Class,2.534469942279015,Hybrid,2019,84276,26521
Mercedes-Benz,C-Class,1.1464285802740326,Electric,2006,125751,49254
Toyota,Cruze,2.9194668484887707,Diesel,2000,146705,42941
Audi,3 Series,2.0063759574428377,Petrol,2000,57867,39510
Tesla,C-Class,2.5254103333164064,Diesel,2017,74428,32489
Toyota,Corolla,1.6057438303015115,Electric,2012,96496,11173
Audi,3 Series,4.200160833915348,Petrol,2008,3882,41212
Audi,Cruze,3.2096868061789805,Hybrid,2013,26073,9286
BMW,3 Series,1.9248035177509784,Petrol,2007,172732,12332
Nissan,C-Class,1.9462337301689248,Petrol,2018,111049,17541
Mercedes-Benz,A4,2.8625600369483446,Petrol,2003,151178,32918
Toyota,Altima,1.2829312960653687,Electric,2012,176000,15197
Tesla,Model 3,3.0857456858926424,Hybrid,2010,166613,13530
Tesla,Corolla,3.449193641067885,Diesel,2016,54120,14670
Nissan,Golf,2.321138929137635,Petrol,2012,150542,27900
Volkswagen,A4,1.2359746752961507,Electric,2007,88053,42385
